Date,FPA,FPXI,IQDE,IQDY,CHIQ,GEM,ADRA,PAF,IEMG,HEEM,AXJV,EMGF,ACWX,AAXJ,EEMA,AIA,IPOS,CWI,QEMM,MOTI,REMX,VEU,VXUS,AXJL,EMCG,XSOE,DNL,IHDG,DBAP
2016/11/21,0.012227742,0,-0.000512558,0.014057198,-0.006200177,0.003920031,0.004203286,-0.021448339,0.002508151,0.004502251,-0.004836759,0,0,0.005652911,0.006161797,0.011001347,0.011049724,0.000684697,0.001049759,0.002803364,0.029329609,0,0.000234302,0.010937205,0.004201681,0,0.001852281,-0.002389486,-0.026666667
2016/11/28,-0.001892506,-0.003562945,0,0.006666667,-0.012237762,-0.009284333,-0.000379363,-0.004927264,-0.007928642,-0.007418398,-0.002109705,-0.018139263,0.001600427,-0.001486436,-0.002345124,-0.00088164,0,0.001706485,-0.004371357,-0.002768987,-0.014473684,0.003438114,0.003981265,-0.001661436,-0.017010309,0,-0.00573526,-0.007566706,0.004651163
2016/12/5,0.019674612,0.020262217,0.019897959,0.029039813,0.007929515,0.017435103,0.031746032,0.021631789,0.020074349,0.021329365,0.004531722,0.020858164,0.02297333,0.012994245,0.016959064,0.010118786,-0.00388673,0.021952043,0.016773659,0.016929134,0.041610738,0.023803741,0.023374219,0.017715446,0.019989479,0.021316911,0.018993135,0.021183054,0.018518519
2016/12/12,-0.025983667,-0.019118221,-0.008495752,-0.010953902,-0.018918919,-0.021830716,-0.002583979,0,-0.018590998,-0.012763868,-0.012731131,-0.016190757,-0.010875194,-0.018508236,-0.022656855,-0.014991182,0,-0.010941645,-0.017414464,-0.0155521,-0.039791259,-0.00977354,-0.011143962,-0.018843761,-0.028880866,0,-0.01197199,0.016587678,0
2016/12/19,-0.00381971,0.004834811,0.003019628,-0.002308403,-0.016605166,-0.008637613,-0.023316062,0.002059025,-0.007528231,-0.008016032,-0.163340497,-0.00748279,0.000786782,-0.012326949,-0.017043203,-0.011926193,-0.004509583,0,-0.01026608,nan,nan,0.00024108,-0.000460405,-0.013103706,-0.009028147,-0.044515833,-0.000458821,0.003878976,0.001818182
2016/12/27,0.000765697,0.003207698,0.002496256,0.002758621,0.014031805,0.014178811,-0.010242792,0.020639601,0.016376921,0.019588147,0.010956903,0.01558753,0.004981647,0.011119632,0.011445783,0.010914052,0,0.004697987,0.003999158,0.007572738,0.008898015,0.004336305,0.006447156,0.006228766,0.020833333,0.010566763,0.012385321,0.000771605,0.005444646
2017/1/3,0.014334214,0.017892644,0.018325904,0.012272727,0.011839709,0.014621008,0.022028105,-0.029033688,0.015693968,0.008759124,0.018018018,0.017231308,0.015568241,0.019151333,0.015698587,0.013558569,0.033975085,0.014257294,0.017474516,0.028876582,0.028131279,0.01714694,0.016352487,0.018759287,0.009978992,0.035646388,0.01037672,0.007276905,-0.007220217
2017/1/9,0.025669643,0.012133072,0.012707722,0.015744489,0.021466905,0.020849128,0.017837235,-0.007310944,0.02129204,0.008192771,0.008849558,0.019411933,0.013302635,0.020982882,0.015915628,0.024715661,0.042354235,0.015399738,0.013883218,0.011085627,0.024390244,0.012423816,0.013431833,0.015812432,0.020887728,0.027535567,0.00490524,0.003416856,-0.007791017
2017/1/17,-0.01186197,0.00154321,-0.006766554,-0.005777778,0.012195122,-0.002229654,0.001465738,0.002298322,-0.004976303,-0.007163324,-0.006627136,-0.00334728,-0.002529724,-0.004511007,-0.009803922,-0.002565747,0,-0.00129408,-0.005220884,0.003022289,0.001258653,-0.001855718,-0.001992914,-0.006794207,0.001030928,0,-0.001775805,0.0064836,0.006442706
2017/1/23,0.013435004,0.018875193,0.007748184,0.008900757,0.009433962,0.011782032,0.012026239,0.017740849,0.010795588,0.013295347,0.003823427,0.008280431,0.009848485,0.015423242,0.020531173,0.014009764,0.026982379,0.009360878,0.010580954,0.012030075,0.029138252,0.009733488,0.00905677,0.01125,0.025746653,0,0.014075214,0.006844106,0.022405121
